Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;industry;Summary Quote
STAG^B;Stag Industrial, Inc.;22.15;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/stag^b
SSI;Stage Stores, Inc.;19.79;617706160.55;n/a;n/a;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/ssi
SFG;StanCorp Financial Group, Inc.;63.65;2800183919.95;n/a;1999;Finance;Accident &Health Insurance;http://www.nasdaq.com/symbol/sfg
SMP;Standard Motor Products, Inc.;34.12;788388696.12;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/smp
SPF;Standard Pacific Corp;8.78;2433309718.86;n/a;n/a;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/spf
SR;Standard Register Company (The);6.76;62025311.92;n/a;n/a;Consumer Services;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/sr
SXI;Standex International Corporation;59.03;753744211.99;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/sxi
SWH;Stanley Black & Decker, Inc.;102.1;0;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/swh
SWJ;Stanley Black & Decker, Inc.;22.64;0;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/swj
SWK;Stanley Black & Decker, Inc.;77.93;12096091280.63;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/swk
SWU;Stanley Black & Decker, Inc.;121.98;0;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/swu
STN;Stantec Inc;60.62;2823445121.84;n/a;n/a;Consumer Services;Military/Government/Technical;http://www.nasdaq.com/symbol/stn
SGU;Star Gas Partners, L.P.;5.6;321819366.4;n/a;n/a;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/sgu
SRT;StarTek, Inc.;6.65;102178267.45;n/a;1997;Technology;Professional Services;http://www.nasdaq.com/symbol/srt
HOT;Starwood Hotels & Resorts Worldwide, Inc.;77.2;14784715360.4;n/a;n/a;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/hot
STWD;STARWOOD PROPERTY TRUST, INC.;30.15;5887131963.75;n/a;2009;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/stwd
STWD$;STARWOOD PROPERTY TRUST, INC.;24.4;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/stwd$
SWAY$;Starwood Waypoint Residential Trust;28.88;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sway$
STT;State Street Corporation;68.88;30238404102.48;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/stt
STT^C;State Street Corporation;22.11;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/stt^c
STO;Statoil ASA;24.45;77962421668.35;n/a;n/a;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/sto
SPLP;Steel Partners Holdings LP;16.9104;500137678.248;n/a;n/a;Capital Goods;Industrial Specialties;http://www.nasdaq.com/symbol/splp
SCS;Steelcase Inc.;14.53;1802289358.05;n/a;1998;Consumer Durables;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/scs
SCM;Stellus Capital Investment Corporation;14.85;179420996.7;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/scm
SCL;Stepan Company;63.56;1418573521.12;n/a;n/a;Basic Industries;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/scl
STE;STERIS Corporation;46.95;2764070964.45;n/a;n/a;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/ste
STL;Sterling Bancorp;12.8;1073508774.4;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/stl
STL^A;Sterling Bancorp;10.48;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/stl^a
STC;Stewart Information Services Corporation;33.56;755034558;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/stc
SF;Stifel Financial Corporation;46.57;2960610210.95;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/sf
SFB;Stifel Financial Corporation;26.16;0;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/sfb
SFN;Stifel Financial Corporation;25.22;1236508807.56;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/sfn
SWC;Stillwater Mining Company;12.65;1487519483.45;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/swc
STM;STMicroelectronics N.V.;7.96;7089064759;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/stm
SGY;Stone Energy Corporation;31.05;1552308576.75;n/a;1993;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/sgy
EDF;Stone Harbor Emerging Markets Income Fund;17.42;274917231.42;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/edf
EDI;Stone Harbor Emerging Markets Total Income Fund;18.08;173805806.24;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/edi
SGM;Stonegate Mortgage Corporation;15.07;388342386.52;n/a;2013;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/sgm
STON;StoneMor Partners L.P.;25.94;554442519.78;n/a;2004;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/ston
SRI;Stoneridge, Inc.;11.37;323855871.42;n/a;1997;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/sri
STRI;STR Holdings, Inc;1.46;61166266.38;n/a;2009;Capital Goods;Specialty Chemicals;http://www.nasdaq.com/symbol/stri
SGL;Strategic Global Income Fund, Inc.;9.01;164512040.28;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/sgl
BEE;Strategic Hotels & Resorts Inc;9.36;1924255363.68;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/bee
BEE^A;Strategic Hotels & Resorts Inc;24.48;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bee^a
BEE^B;Strategic Hotels & Resorts Inc;24.15;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bee^b
BEE^C;Strategic Hotels & Resorts Inc;24.24;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bee^c
SYK;Stryker Corporation;77.44;29276719443.84;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/syk
RGR;Sturm, Ruger & Company, Inc.;75.18;1454551966.56;n/a;n/a;Capital Goods;Ordnance And Accessories;http://www.nasdaq.com/symbol/rgr
SPH;Suburban Propane Partners, L.P.;45.46;2741359923.72;n/a;1996;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/sph
SMFG;Sumitomo Mitsui Financial Group Inc;9.74;66587759538.8;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/smfg
INN;Summit Hotel Properties, Inc.;8.95;762739996.7;n/a;2011;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/inn
INN^A;Summit Hotel Properties, Inc.;26.74;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/inn^a
INN^B;Summit Hotel Properties, Inc.;24.435;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/inn^b
INN^C;Summit Hotel Properties, Inc.;21.81;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/inn^c
SMLP;Summit Midstream Partners, LP;37.99;2032074310.84;n/a;2012;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/smlp
SUI;Sun Communities, Inc.;44.68;1614734842.56;n/a;1993;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/sui
SUI^A;Sun Communities, Inc.;23.99;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sui^a
SLF;Sun Life Financial Inc.;33.05;20139890251.35;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/slf
SXCP;SunCoke Energy Partners, L.P.;26.89;844940322.78;n/a;2013;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/sxcp
SXC;SunCoke Energy, Inc.;21.45;1492497842.55;n/a;2011;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/sxc
SU;Suncor Energy  Inc.;32.93;48692263558.77;n/a;n/a;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/su
SUNE;SunEdison, Inc.;14.41;3841763942.61;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/sune
SXL;Sunoco Logistics Partners LP;75.53;7840741958.14;n/a;2002;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/sxl
SHO;Sunstone Hotel Investors, Inc.;12.76;2333421200;n/a;2004;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/sho
SHO^D;Sunstone Hotel Investors, Inc.;25.3599;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sho^d
STI;SunTrust Banks, Inc.;38.04;20392560383.16;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/sti
STI/WS/A;SunTrust Banks, Inc.;11.12;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sti/ws/a
STI/WS/B;SunTrust Banks, Inc.;5.75;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sti/ws/b
STI^A;SunTrust Banks, Inc.;19.97;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sti^a
STI^E;SunTrust Banks, Inc.;21.78;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/sti^e
SPN;Superior Energy Services, Inc.;24.32;3878596670.72;n/a;n/a;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/spn
SUP;Superior Industries International, Inc.;18.77;516329026.62;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/sup
SVU;SuperValu Inc.;6.12;1589222150.64;n/a;n/a;Consumer Services;Food Chains;http://www.nasdaq.com/symbol/svu
SUSS;Susser Holdings Corporation;60.54;1297068410.28;n/a;2006;Consumer Non-Durables;Food Chains;http://www.nasdaq.com/symbol/suss
SUSP;Susser Petroleum Partners LP;33.898;744114591.044;n/a;2012;Energy;Oil Refining/Marketing;http://www.nasdaq.com/symbol/susp
SFY;Swift Energy Company;13.31;577596554.04;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/sfy
SWFT;Swift Transportation Company;21.6;3038276714.4;n/a;2010;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/swft
SWZ;Swiss Helvetia Fund, Inc. (The);13.92;424975762.56;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/swz
SWS;SWS Group, Inc.;7.59;250579683.09;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/sws
SYA;Symetra Financial Corporation;18.58;2188715694.74;n/a;2010;Finance;Life Insurance;http://www.nasdaq.com/symbol/sya
SMA;Symmetry Medical Inc;9.56;356137513.68;n/a;2004;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/sma
SYT;Syngenta AG;73.72;33636276004;n/a;n/a;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/syt
SNX;Synnex Corporation;56.32;2118392151.04;n/a;2003;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/snx
SNV;Synovus Financial Corp.;3.47;3373726283.11;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/snv
SNV^C;Synovus Financial Corp.;27.27;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/snv^c
GJH;SYNTHETIC FIXED INCOME SECURITIES INC;9.05;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gjh
GJK;SYNTHETIC FIXED INCOME SECURITIES INC;25.001;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gjk
GJO;SYNTHETIC FIXED INCOME SECURITIES INC;18.41;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gjo
GJS;SYNTHETIC FIXED INCOME SECURITIES INC;16.37;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gjs
GJP;Synthetic Fixed-Income Securities, Inc.;21.496;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gjp
GJR;Synthetic Fixed-Income Securities, Inc.;18.55;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gjr
GJT;Synthetic Fixed-Income Securities, Inc.;15.9199;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gjt
GJV;Synthetic Fixed-Income Securities, Inc.;25.01;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gjv
SYY;Sysco Corporation;35.73;20779787442.42;n/a;n/a;Consumer Non-Durables;Food Distributors;http://www.nasdaq.com/symbol/syy
SYX;Systemax Inc.;11.04;405369424.8;n/a;n/a;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/syx
DATA;Tableau Software, Inc.;75.6;4472750167.2;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/data
TAHO;Tahoe Resources, Inc.;17.5;2556652122.5;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/taho
TWN;Taiwan Fund, Inc. (The);18.64;159116799.76;n/a;1986;n/a;n/a;http://www.nasdaq.com/symbol/twn
TSM;Taiwan Semiconductor Manufacturing Company Ltd.;17.16;88986237912;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/tsm
XRS;TAL Education Group;24.41;1905446430.75;n/a;2010;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/xrs
TAL;TAL International Group, Inc.;45;1523180880;n/a;2005;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/tal
TLM;Talisman Energy Inc.;11.09;11485777524.56;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/tlm
TEP;Tallgrass Energy Partners, LP;26.04;1054620000;n/a;2013;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/tep
TAM;Taminco Corporation;20.26;1345490790.44;n/a;2013;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/tam
SKT;Tanger Factory Outlet Centers, Inc.;33.11;3129083230.35;n/a;1993;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/skt
TAOM;Taomee Holdings Limited;6.315;232239947.43;n/a;2011;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/taom
NGLS;Targa Resources Partners LP;51.26;5559582504.96;n/a;2007;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/ngls
TRGP;Targa Resources, Inc.;89.35;3782318363.45;n/a;2010;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/trgp
TGT;Target Corporation;57.89;36591556895.11;n/a;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/tgt
TARO;Taro Pharmaceutical Industries Ltd.;102.98;4612272050.26;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/taro
TTM;Tata Motors Ltd;28.86;18413348224.44;n/a;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/ttm
TCO;Taubman Centers, Inc.;63.64;4044545949.16;n/a;1992;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/tco
TCO^J;Taubman Centers, Inc.;22.74;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tco^j
TCO^K;Taubman Centers, Inc.;21.5;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tco^k
TMHC;Taylor Morrison Home Corporation;20.43;2498772134.52;n/a;2013;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/tmhc
TCP;TC PipeLines, LP;46.33;2887645398.78;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/tcp
TCB;TCF Financial Corporation;16.45;2712048957.1;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/tcb
TCB/WS;TCF Financial Corporation;3.09;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tcb/ws
TCB^B;TCF Financial Corporation;25.49;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tcb^b
TCB^C;TCF Financial Corporation;23.36;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tcb^c
TSI;TCW Strategic Income Fund, Inc.;5.33;254171480.81;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tsi
AMTD;TD Ameritrade Holding Corporation;31.67;17437178680.97;n/a;1997;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/amtd
TEL;TE Connectivity Ltd.;57.02;23391336324.62;n/a;n/a;Consumer Non-Durables;Electronic Components;http://www.nasdaq.com/symbol/tel
TMH;Team Health Holdings, Inc.;44.94;3139491232.92;n/a;2009;Technology;Professional Services;http://www.nasdaq.com/symbol/tmh
TISI;Team, Inc.;43.91;892565112.59;n/a;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/tisi
TCK;Teck Resources Ltd;24.88;14104592842.16;n/a;n/a;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels);http://www.nasdaq.com/symbol/tck
TE;TECO Energy, Inc.;16.73;3635455784.73;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/te
TK;Teekay Corporation;53.39;3780849048.42;n/a;n/a;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/tk
TGP;Teekay LNG Partners L.P.;40.39;2857430940;n/a;2005;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/tgp
TOO;Teekay Offshore Partners L.P.;32.2;2695140000;n/a;2006;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/too
TOO^A;Teekay Offshore Partners L.P.;24.84;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/too^a
TNK;Teekay Tankers Ltd.;3.67;306812000;n/a;2007;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/tnk
TRC;Tejon Ranch Co;35.64;733959218.52;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/trc
TEO;Telecom Argentina Stet - France Telecom S.A.;15.3;2965628391.3;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/teo
TI;Telecom Italia S.P.A.;11.02;21247379491.28;n/a;n/a;Consumer Services;Telecommunications Equipment;http://www.nasdaq.com/symbol/ti
TI/A;Telecom Italia S.P.A.;8.46;0;n/a;n/a;Consumer Services;Telecommunications Equipment;http://www.nasdaq.com/symbol/ti/a
TDY;Teledyne Technologies Incorporated;92.61;3474721365.57;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/tdy
TFX;Teleflex Incorporated;93.6;3851257176;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/tfx
VIV;Telefonica Brasil S.A.;19.06;21409511790.64;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/viv
TEF;Telefonica SA;15.54;70722922066.44;n/a;1988;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tef
TDA;Telephone and Data Systems, Inc.;20.55;0;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tda
TDE;Telephone and Data Systems, Inc.;24.3014;0;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tde
TDI;Telephone and Data Systems, Inc.;23.4455;0;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tdi
TDJ;Telephone and Data Systems, Inc.;24.85;0;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tdj
TDS;Telephone and Data Systems, Inc.;27.42;2974828265.28;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tds
TU;TELUS Corporation;33.69;21004276841.28;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/tu
TDF;Templeton Dragon Fund, Inc.;23.68;896840383.36;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tdf
EMF;Templeton Emerging Markets Fund;16.27;293496401.05;n/a;1987;n/a;n/a;http://www.nasdaq.com/symbol/emf
TEI;Templeton Emerging Markets Income Fund, Inc.;13.33;639302734.35;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/tei
GIM;Templeton Global Income Fund, Inc.;7.78;1043641549.24;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/gim
TRF;Templeton Russia Fund, Inc.;14.19;81524019.06;n/a;1995;n/a;n/a;http://www.nasdaq.com/symbol/trf
TPX;Tempur Sealy International, Inc.;46.96;2840384240.64;n/a;2003;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/tpx
TS;Tenaris S.A.;44.01;25977712944.15;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/ts
THC;Tenet Healthcare Corporation;45.8;4544582722.6;n/a;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/thc
TNC;Tennant Company;65;1200657315;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/tnc
TEN;Tenneco Inc.;54.05;3288106508.65;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/ten
TVC;Tennessee Valley Authority;22.31;0;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/tvc
TVE;Tennessee Valley Authority;22.81;0;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/tve
TDC;Teradata Corporation;43.9;7173260000;n/a;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/tdc
TER;Teradyne, Inc.;19.19;3677015416.23;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/ter
TEX;Terex Corporation;39.21;4367994000;n/a;n/a;Capital Goods;Construction/Ag Equipment/Trucks;http://www.nasdaq.com/symbol/tex
TX;Ternium S.A.;29;5813755976;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/tx
TNH;Terra Nitrogen Company, L.P.;155.8;2882545540.8;n/a;n/a;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/tnh
TRNO;Terreno Realty Corporation;16.9;422338537.4;n/a;2010;Finance;Real Estate;http://www.nasdaq.com/symbol/trno
TRNO^A;Terreno Realty Corporation;25.72;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/trno^a
TSO;Tesoro Corporation;50.88;6758518821.12;n/a;n/a;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/tso
TLLP;Tesoro Logistics LP;52.94;2486986626.52;n/a;2011;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/tllp
TTI;Tetra Technologies, Inc.;10.68;842060605.68;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/tti
TEVA;Teva Pharmaceutical Industries Limited;44.1;37264500000;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/teva
TXI;Texas Industries, Inc.;73.6;2106633737.6;n/a;n/a;Capital Goods;Building Materials;http://www.nasdaq.com/symbol/txi
TPL;Texas Pacific Land Trust;95.88;819849553.44;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/tpl
TGH;Textainer Group Holdings Limited;36.51;2057484466.98;n/a;2007;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/tgh
TXT;Textron Inc.;36.83;10354772620.36;n/a;n/a;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/txt
TXTR;Textura Corporation;33.04;821674304.08;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/txtr
TTF;Thai Fund, Inc. (The);17.72;267502750.24;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/ttf
AES;The AES Corporation;13.97;10371910870.31;n/a;n/a;Basic Industries;Electric Utilities: Central;http://www.nasdaq.com/symbol/aes
AES^C;The AES Corporation;50.286;0;n/a;n/a;Basic Industries;Electric Utilities: Central;http://www.nasdaq.com/symbol/aes^c
BX;The Blackstone Group L.P.;31.11;35635605298.8;n/a;2007;Finance;Investment Managers;http://www.nasdaq.com/symbol/bx
CSFS;The Cash Store Financial Services Inc.;1.08;18977558.04;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/csfs
SCHW;The Charles Schwab Corporation;25.2;32488273414.8;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/schw
SCHW^B;The Charles Schwab Corporation;23.73;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/schw^b
CEB;The Corporate Executive Board Company;72.54;2438038135.26;n/a;n/a;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/ceb
SRV;The Cushing MLP Total Return Fund;8.05;268627582.3;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/srv
SRF;The Cushing Royalty & Income Fund;17.75;170224860.75;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/srf
DNY;The Denali Fund;19.24;79982931.08;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/dny
GRX;The Gabelli Healthcare & Wellness Trust;10.15;113857219;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/grx
GRX^A;The Gabelli Healthcare & Wellness Trust;25.45;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/grx^a
GDL;The GDL Fund;11.05;232449777.95;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/gdl
GDL^B;The GDL Fund;50.23;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gdl^b
THG;The Hanover Insurance Group, Inc.;55.93;2453031409.08;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/thg
THGA;The Hanover Insurance Group, Inc.;21.72;0;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/thga
TRV;The Travelers Companies, Inc.;83.1;30254023792.5;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/trv
TMO;Thermo Fisher Scientific Inc;112.32;40588774349.76;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/tmo
THR;Thermon Group Holdings, Inc.;27.12;856808316.24;n/a;2011;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/thr
TPRE;Third Point Reinsurance Ltd.;16.25;1688194885;n/a;2013;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/tpre
TSLF;THL Credit Senior Loan Fund;18.29;0;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/tslf
TC;Thompson Creek Metals Company Inc.;2.72;466349627.68;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/tc
TC^T;Thompson Creek Metals Company Inc.;15.37;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tc^t
TRI;Thomson Reuters Corp;36.13;29632230210.16;n/a;n/a;Consumer Services;Publishing;http://www.nasdaq.com/symbol/tri
THO;Thor Industries, Inc.;53.08;2829067341.32;n/a;n/a;Consumer Non-Durables;Homebuilding;http://www.nasdaq.com/symbol/tho
TDW;Tidewater Inc.;51.92;2574414208.08;n/a;n/a;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/tdw
